time (s),A0 (V),A1 (V),B0 (V),B1 (V),O0 (V),O1 (V),O2 (V),O3 (V),V01 (V),V2 (V),V3 (V)
10.46E-9,0.000,1.200,1.200,1.200,1.200,1.200,149.4E-6,-3.055E-3,1.200,1.200,1.200
10.46E-9,0.000,1.200,1.200,1.200,1.200,1.200,150.0E-6,-3.575E-3,1.200,1.200,1.200
10.46E-9,0.000,1.200,1.200,1.200,1.200,1.200,149.7E-6,-3.410E-3,1.200,1.200,1.200
10.46E-9,0.000,1.200,1.200,1.200,1.201,1.200,148.9E-6,-2.097E-3,1.200,1.200,1.200
10.47E-9,0.000,1.200,1.200,1.200,1.201,1.200,148.0E-6,1.013E-3,1.200,1.200,1.200
10.47E-9,0.000,1.200,1.200,1.200,1.202,1.200,147.1E-6,5.734E-3,1.200,1.200,1.200
10.47E-9,0.000,1.200,1.200,1.200,1.202,1.200,146.1E-6,12.45E-3,1.200,1.200,1.200
10.47E-9,0.000,1.200,1.200,1.200,1.202,1.200,145.0E-6,19.67E-3,1.200,1.200,1.200
10.48E-9,0.000,1.200,1.200,1.200,1.203,1.200,143.8E-6,27.98E-3,1.200,1.200,1.200
10.48E-9,0.000,1.200,1.200,1.200,1.203,1.200,142.8E-6,35.25E-3,1.200,1.200,1.200
10.48E-9,0.000,1.200,1.200,1.200,1.204,1.200,141.8E-6,42.86E-3,1.200,1.200,1.200
10.48E-9,0.000,1.200,1.200,1.200,1.204,1.200,140.7E-6,52.10E-3,1.200,1.200,1.200
10.49E-9,0.000,1.200,1.200,1.200,1.204,1.200,139.8E-6,60.71E-3,1.200,1.200,1.200
10.49E-9,0.000,1.200,1.200,1.200,1.204,1.200,139.2E-6,69.66E-3,1.200,1.200,1.200
10.49E-9,0.000,1.200,1.200,1.200,1.204,1.200,139.1E-6,77.53E-3,1.200,1.200,1.200
10.49E-9,0.000,1.200,1.200,1.200,1.202,1.200,139.6E-6,85.71E-3,1.200,1.200,1.200
10.50E-9,0.000,1.200,1.200,1.200,1.200,1.200,140.3E-6,92.07E-3,1.200,1.200,1.200
10.50E-9,0.000,1.200,1.200,1.200,1.197,1.200,141.3E-6,98.37E-3,1.200,1.200,1.200
10.50E-9,0.000,1.200,1.200,1.200,1.193,1.200,142.3E-6,104.5E-3,1.200,1.200,1.200
10.50E-9,0.000,1.200,1.200,1.200,1.186,1.200,143.4E-6,113.2E-3,1.200,1.200,1.200
10.50E-9,0.000,1.200,1.200,1.200,1.179,1.200,144.4E-6,121.6E-3,1.200,1.200,1.200
10.51E-9,0.000,1.200,1.200,1.200,1.169,1.200,145.2E-6,131.8E-3,1.200,1.200,1.200
10.51E-9,0.000,1.200,1.200,1.200,1.157,1.200,145.8E-6,145.0E-3,1.200,1.200,1.200
10.52E-9,0.000,1.200,1.200,1.200,1.140,1.200,145.8E-6,162.0E-3,1.200,1.200,1.200
10.52E-9,0.000,1.200,1.200,1.200,1.120,1.200,145.3E-6,182.3E-3,1.200,1.200,1.200
10.53E-9,0.000,1.200,1.200,1.200,1.095,1.200,144.2E-6,207.2E-3,1.200,1.200,1.200
10.54E-9,0.000,1.200,1.200,1.200,1.062,1.200,142.4E-6,240.0E-3,1.200,1.200,1.200
10.55E-9,0.000,1.200,1.200,1.200,1.016,1.200,139.8E-6,285.8E-3,1.200,1.200,1.200
10.57E-9,0.000,1.200,1.200,1.200,961.5E-3,1.200,137.0E-6,338.6E-3,1.200,1.200,1.200
10.59E-9,0.000,1.200,1.200,1.200,894.9E-3,1.200,133.9E-6,402.9E-3,1.200,1.200,1.200
10.62E-9,0.000,1.200,1.200,1.200,812.5E-3,1.200,130.4E-6,481.3E-3,1.200,1.200,1.200
10.65E-9,0.000,1.200,1.200,1.200,706.7E-3,1.200,126.6E-6,580.0E-3,1.200,1.200,1.200
10.69E-9,0.000,1.200,1.200,1.200,570.1E-3,1.200,122.1E-6,703.4E-3,1.200,1.200,1.200
10.75E-9,0.000,1.200,1.200,1.200,399.1E-3,1.200,115.2E-6,852.1E-3,1.200,1.200,1.200
10.81E-9,0.000,1.200,1.200,1.200,264.1E-3,1.200,104.7E-6,967.5E-3,1.200,1.200,1.200
10.87E-9,0.000,1.200,1.200,1.200,159.1E-3,1.200,87.81E-6,1.058,1.200,1.200,1.200
10.92E-9,0.000,1.200,1.200,1.200,105.0E-3,1.200,72.65E-6,1.105,1.200,1.200,1.200
10.98E-9,0.000,1.200,1.200,1.200,59.70E-3,1.200,53.73E-6,1.146,1.200,1.200,1.200
11.05E-9,0.000,1.200,1.200,1.200,29.90E-3,1.200,35.29E-6,1.173,1.200,1.200,1.200
11.13E-9,0.000,1.200,1.200,1.200,14.25E-3,1.200,21.45E-6,1.187,1.200,1.200,1.200
11.21E-9,0.000,1.200,1.200,1.200,6.096E-3,1.200,11.74E-6,1.194,1.200,1.200,1.200
11.31E-9,0.000,1.200,1.200,1.200,2.181E-3,1.200,5.569E-6,1.198,1.200,1.200,1.200
11.44E-9,0.000,1.200,1.200,1.200,534.0E-6,1.200,2.158E-6,1.200,1.200,1.200,1.200
11.61E-9,0.000,1.200,1.200,1.200,61.49E-6,1.200,775.4E-9,1.200,1.200,1.200,1.200
11.85E-9,0.000,1.200,1.200,1.200,-7.231E-6,1.200,469.7E-9,1.200,1.200,1.200,1.200
12.23E-9,0.000,1.200,1.200,1.200,5.086E-6,1.200,468.0E-9,1.200,1.200,1.200,1.200
12.86E-9,0.000,1.200,1.200,1.200,-3.466E-6,1.200,454.5E-9,1.200,1.200,1.200,1.200
13.83E-9,0.000,1.200,1.200,1.200,4.133E-6,1.200,446.2E-9,1.200,1.200,1.200,1.200
15.12E-9,0.000,1.200,1.200,1.200,-3.098E-6,1.200,440.0E-9,1.200,1.200,1.200,1.200
16.91E-9,0.000,1.200,1.200,1.200,3.913E-6,1.200,435.5E-9,1.200,1.200,1.200,1.200
18.46E-9,0.000,1.200,1.200,1.200,-2.961E-6,1.200,433.5E-9,1.200,1.200,1.200,1.200
20.00E-9,0.000,1.200,1.200,1.200,3.781E-6,1.200,431.6E-9,1.200,1.200,1.200,1.200
20.01E-9,75.00E-3,1.200,1.200,1.200,3.082E-6,1.200,1.863E-6,1.200,1.200,1.200,1.200
20.02E-9,104.8E-3,1.200,1.200,1.200,3.269E-6,1.200,2.328E-6,1.200,1.200,1.200,1.200
20.03E-9,164.4E-3,1.200,1.200,1.200,4.329E-6,1.200,3.162E-6,1.200,1.200,1.200,1.200
20.04E-9,242.5E-3,1.200,1.200,1.200,5.478E-6,1.200,4.151E-6,1.200,1.200,1.200,1.200
20.05E-9,323.6E-3,1.200,1.200,1.200,6.601E-6,1.200,5.046E-6,1.200,1.200,1.200,1.200
20.07E-9,424.0E-3,1.200,1.200,1.200,7.810E-6,1.200,6.097E-6,1.200,1.200,1.200,1.200
20.08E-9,487.4E-3,1.200,1.200,1.200,8.683E-6,1.200,6.856E-6,1.200,1.200,1.200,1.200
20.09E-9,560.6E-3,1.200,1.200,1.200,10.03E-6,1.200,8.166E-6,1.200,1.200,1.200,1.200
20.10E-9,611.9E-3,1.200,1.200,1.200,11.53E-6,1.200,9.651E-6,1.200,1.200,1.200,1.200
20.11E-9,641.6E-3,1.200,1.200,1.200,12.84E-6,1.200,10.96E-6,1.200,1.200,1.200,1.200
20.11E-9,677.8E-3,1.200,1.200,1.200,15.04E-6,1.200,13.13E-6,1.200,1.200,1.200,1.200
20.12E-9,705.2E-3,1.200,1.200,1.200,17.16E-6,1.200,15.21E-6,1.200,1.200,1.200,1.200
20.12E-9,748.3E-3,1.200,1.200,1.200,21.29E-6,1.200,19.25E-6,1.200,1.200,1.200,1.200
20.13E-9,778.9E-3,1.200,1.200,1.200,24.86E-6,1.200,22.75E-6,1.200,1.200,1.200,1.200
20.14E-9,827.3E-3,1.200,1.200,1.200,31.58E-6,1.200,29.34E-6,1.200,1.200,1.200,1.200
20.14E-9,869.7E-3,1.200,1.200,1.200,38.65E-6,1.200,36.27E-6,1.200,1.200,1.200,1.200
20.15E-9,895.5E-3,1.200,1.200,1.200,43.74E-6,1.200,41.23E-6,1.200,1.200,1.200,1.200
20.15E-9,918.9E-3,1.200,1.200,1.200,49.10E-6,1.200,46.40E-6,1.200,1.200,1.200,1.200
20.16E-9,945.9E-3,1.200,1.200,1.200,55.89E-6,1.200,52.85E-6,1.200,1.200,1.200,1.200
20.16E-9,969.4E-3,1.200,1.200,1.200,62.05E-6,1.200,58.60E-6,1.200,1.200,1.200,1.200
20.17E-9,996.3E-3,1.200,1.200,1.200,68.81E-6,1.200,64.83E-6,1.200,1.200,1.200,1.200
20.17E-9,1.021,1.200,1.200,1.200,74.63E-6,1.200,70.14E-6,1.200,1.200,1.200,1.200
20.17E-9,1.047,1.200,1.200,1.200,80.59E-6,1.200,75.58E-6,1.200,1.200,1.200,1.200
20.18E-9,1.067,1.200,1.200,1.200,84.93E-6,1.200,79.58E-6,1.200,1.200,1.200,1.200
20.18E-9,1.083,1.200,1.200,1.200,88.41E-6,1.200,82.87E-6,1.200,1.200,1.200,1.200
20.18E-9,1.097,1.200,1.200,1.200,91.49E-6,1.200,85.83E-6,1.200,1.200,1.200,1.200
20.18E-9,1.110,1.200,1.200,1.200,94.56E-6,1.200,88.82E-6,1.200,1.200,1.200,1.200
20.19E-9,1.121,1.200,1.200,1.200,97.59E-6,1.200,91.80E-6,1.200,1.200,1.200,1.200
20.19E-9,1.130,1.200,1.200,1.200,99.89E-6,1.200,94.07E-6,1.200,1.200,1.200,1.200
20.19E-9,1.140,1.200,1.200,1.200,102.9E-6,1.200,97.01E-6,1.200,1.200,1.200,1.200
20.19E-9,1.150,1.200,1.200,1.200,106.3E-6,1.200,100.3E-6,1.200,1.200,1.200,1.200
20.19E-9,1.158,1.200,1.200,1.200,109.1E-6,1.200,102.9E-6,1.200,1.200,1.200,1.200
20.19E-9,1.167,1.200,1.200,1.200,112.3E-6,1.200,106.0E-6,1.200,1.200,1.200,1.200
20.20E-9,1.180,1.200,1.200,1.200,116.9E-6,1.200,110.4E-6,1.200,1.200,1.200,1.200
20.20E-9,1.190,1.200,1.200,1.200,120.5E-6,1.200,113.8E-6,1.200,1.200,1.200,1.200
20.20E-9,1.200,1.200,1.200,1.200,124.2E-6,1.200,117.3E-6,1.200,1.200,1.200,1.200
20.20E-9,1.200,1.192,1.200,1.200,126.4E-6,1.200,119.3E-6,1.200,1.200,1.200,1.200
20.20E-9,1.200,1.180,1.200,1.200,129.6E-6,1.200,122.4E-6,1.200,1.200,1.200,1.200
20.21E-9,1.200,1.168,1.200,1.200,132.9E-6,1.200,125.6E-6,1.200,1.200,1.200,1.200
20.21E-9,1.200,1.153,1.200,1.200,136.8E-6,1.200,129.1E-6,1.200,1.200,1.200,1.200
20.21E-9,1.200,1.136,1.200,1.200,140.7E-6,1.200,132.7E-6,1.200,1.200,1.200,1.200
20.21E-9,1.200,1.120,1.200,1.200,143.9E-6,1.200,135.6E-6,1.200,1.200,1.200,1.200
20.22E-9,1.200,1.101,1.200,1.200,147.2E-6,1.200,139.0E-6,1.200,1.200,1.200,1.200
20.22E-9,1.200,1.083,1.200,1.200,149.8E-6,1.200,142.3E-6,1.200,1.200,1.200,1.200
20.22E-9,1.200,1.066,1.200,1.200,151.8E-6,1.200,145.5E-6,1.200,1.200,1.200,1.200
20.23E-9,1.200,1.047,1.200,1.200,154.1E-6,1.200,148.8E-6,1.200,1.200,1.200,1.200
20.23E-9,1.200,1.027,1.200,1.200,157.2E-6,1.200,152.4E-6,1.200,1.200,1.200,1.200
20.23E-9,1.200,1.010,1.200,1.200,161.1E-6,1.200,155.4E-6,1.200,1.200,1.200,1.200
20.23E-9,1.200,997.7E-3,1.200,1.200,167.7E-6,1.200,157.6E-6,1.200,1.200,1.200,1.200
20.24E-9,1.200,985.5E-3,1.200,1.200,184.8E-6,1.200,160.0E-6,1.200,1.200,1.200,1.200
20.24E-9,1.200,975.3E-3,1.200,1.200,215.8E-6,1.200,162.2E-6,1.200,1.200,1.200,1.200
20.24E-9,1.200,967.5E-3,1.200,1.200,253.2E-6,1.200,163.8E-6,1.200,1.200,1.200,1.200
20.24E-9,1.200,957.8E-3,1.200,1.200,316.5E-6,1.200,165.9E-6,1.200,1.200,1.200,1.200
20.24E-9,1.200,948.2E-3,1.200,1.200,394.5E-6,1.200,168.1E-6,1.200,1.200,1.200,1.200
20.24E-9,1.200,937.9E-3,1.200,1.200,493.4E-6,1.200,170.4E-6,1.200,1.200,1.200,1.200
20.25E-9,1.200,925.5E-3,1.200,1.200,604.4E-6,1.200,173.5E-6,1.200,1.200,1.200,1.200
20.25E-9,1.200,913.5E-3,1.200,1.200,538.5E-6,1.200,177.6E-6,1.200,1.200,1.200,1.200
20.25E-9,1.200,902.8E-3,1.200,1.200,168.2E-6,1.200,182.2E-6,1.200,1.200,1.200,1.200
20.25E-9,1.200,894.2E-3,1.200,1.200,-350.0E-6,1.200,186.2E-6,1.200,1.200,1.200,1.200
20.25E-9,1.200,884.1E-3,1.200,1.200,-1.117E-3,1.200,190.4E-6,1.200,1.200,1.200,1.200
20.25E-9,1.200,874.5E-3,1.200,1.200,-1.946E-3,1.200,194.1E-6,1.200,1.200,1.200,1.200
20.26E-9,1.200,864.9E-3,1.200,1.200,-2.808E-3,1.200,197.4E-6,1.200,1.200,1.200,1.200
20.26E-9,1.200,852.1E-3,1.200,1.200,-3.929E-3,1.200,201.1E-6,1.200,1.200,1.200,1.200
20.26E-9,1.200,838.5E-3,1.200,1.200,-4.918E-3,1.200,204.0E-6,1.200,1.200,1.200,1.200
20.26E-9,1.200,820.9E-3,1.200,1.200,-5.218E-3,1.200,206.3E-6,1.200,1.200,1.200,1.200
20.27E-9,1.200,804.7E-3,1.200,1.200,-3.793E-3,1.200,206.9E-6,1.200,1.200,1.200,1.200
20.27E-9,1.200,787.4E-3,1.200,1.200,-114.9E-6,1.200,206.2E-6,1.200,1.200,1.200,1.200
20.27E-9,1.200,771.4E-3,1.200,1.200,4.962E-3,1.200,205.2E-6,1.200,1.200,1.200,1.200
20.27E-9,1.200,754.0E-3,1.200,1.200,11.71E-3,1.200,204.3E-6,1.200,1.200,1.200,1.200
20.28E-9,1.200,739.4E-3,1.200,1.200,18.07E-3,1.200,203.8E-6,1.201,1.200,1.200,1.200
20.28E-9,1.200,724.1E-3,1.200,1.200,25.08E-3,1.200,203.3E-6,1.201,1.200,1.200,1.200
20.28E-9,1.200,707.6E-3,1.200,1.200,33.00E-3,1.200,202.7E-6,1.202,1.200,1.200,1.200
20.28E-9,1.200,691.2E-3,1.200,1.200,41.02E-3,1.200,201.9E-6,1.202,1.200,1.200,1.200
20.29E-9,1.200,673.4E-3,1.200,1.200,50.16E-3,1.200,200.7E-6,1.203,1.200,1.200,1.200
20.29E-9,1.200,653.2E-3,1.200,1.200,62.08E-3,1.200,199.2E-6,1.201,1.200,1.200,1.200
20.29E-9,1.200,633.2E-3,1.200,1.200,76.31E-3,1.200,198.1E-6,1.197,1.200,1.200,1.200
20.30E-9,1.200,614.7E-3,1.200,1.200,91.70E-3,1.200,197.8E-6,1.190,1.200,1.200,1.200
20.30E-9,1.200,599.1E-3,1.200,1.200,105.7E-3,1.200,198.0E-6,1.183,1.200,1.200,1.200
20.30E-9,1.200,580.1E-3,1.200,1.200,123.8E-3,1.200,198.3E-6,1.174,1.200,1.200,1.200
20.31E-9,1.200,562.3E-3,1.200,1.200,141.1E-3,1.200,198.8E-6,1.166,1.200,1.200,1.200
20.31E-9,1.200,542.9E-3,1.200,1.200,160.3E-3,1.200,199.1E-6,1.156,1.200,1.200,1.200
20.31E-9,1.200,519.3E-3,1.200,1.200,183.6E-3,1.200,199.3E-6,1.144,1.200,1.200,1.200
20.32E-9,1.200,490.3E-3,1.200,1.200,212.3E-3,1.200,199.2E-6,1.129,1.200,1.200,1.200
20.32E-9,1.200,454.5E-3,1.200,1.200,247.6E-3,1.200,199.0E-6,1.111,1.200,1.200,1.200
20.33E-9,1.200,408.7E-3,1.200,1.200,292.4E-3,1.200,198.6E-6,1.087,1.200,1.200,1.200
20.34E-9,1.200,376.5E-3,1.200,1.200,323.5E-3,1.200,198.8E-6,1.071,1.200,1.200,1.200
20.34E-9,1.200,354.5E-3,1.200,1.200,344.5E-3,1.200,199.6E-6,1.060,1.200,1.200,1.200
20.34E-9,1.200,334.2E-3,1.200,1.200,363.9E-3,1.200,201.3E-6,1.049,1.200,1.200,1.200
20.35E-9,1.200,313.5E-3,1.200,1.200,383.6E-3,1.200,204.2E-6,1.039,1.200,1.200,1.200
20.35E-9,1.200,292.7E-3,1.200,1.200,403.2E-3,1.200,208.3E-6,1.028,1.200,1.200,1.200
20.35E-9,1.200,272.6E-3,1.200,1.200,422.1E-3,1.200,213.0E-6,1.018,1.200,1.200,1.200
20.36E-9,1.200,257.5E-3,1.200,1.200,436.1E-3,1.200,217.0E-6,1.010,1.200,1.200,1.200
20.36E-9,1.200,242.2E-3,1.200,1.200,450.4E-3,1.200,221.3E-6,1.003,1.200,1.200,1.200
20.36E-9,1.200,227.3E-3,1.200,1.200,464.1E-3,1.200,225.8E-6,995.0E-3,1.200,1.200,1.200
20.36E-9,1.200,215.3E-3,1.200,1.200,475.2E-3,1.200,229.5E-6,988.9E-3,1.200,1.200,1.200
20.37E-9,1.200,203.8E-3,1.200,1.200,485.7E-3,1.200,233.0E-6,983.1E-3,1.200,1.200,1.200
20.37E-9,1.200,193.6E-3,1.200,1.200,495.1E-3,1.200,236.0E-6,978.0E-3,1.200,1.200,1.200
20.37E-9,1.200,186.2E-3,1.200,1.200,501.8E-3,1.200,238.1E-6,974.3E-3,1.200,1.200,1.200
20.37E-9,1.200,176.5E-3,1.200,1.200,510.6E-3,1.200,240.7E-6,969.4E-3,1.200,1.200,1.200
20.37E-9,1.200,169.5E-3,1.200,1.200,517.0E-3,1.200,242.6E-6,965.9E-3,1.200,1.200,1.200
20.37E-9,1.200,160.9E-3,1.200,1.200,524.7E-3,1.200,244.8E-6,961.6E-3,1.200,1.200,1.200
20.38E-9,1.200,147.1E-3,1.200,1.200,537.2E-3,1.200,248.3E-6,954.6E-3,1.200,1.200,1.200
20.38E-9,1.200,136.8E-3,1.200,1.200,546.5E-3,1.200,250.7E-6,949.4E-3,1.200,1.200,1.200
20.38E-9,1.200,125.8E-3,1.200,1.200,556.3E-3,1.200,253.2E-6,943.9E-3,1.200,1.200,1.200
20.38E-9,1.200,113.4E-3,1.200,1.200,567.3E-3,1.200,255.9E-6,937.7E-3,1.200,1.200,1.200
20.38E-9,1.200,96.02E-3,1.200,1.200,582.8E-3,1.200,259.3E-6,929.0E-3,1.200,1.200,1.200
20.39E-9,1.200,82.08E-3,1.200,1.200,595.1E-3,1.200,261.8E-6,922.1E-3,1.200,1.200,1.200
20.39E-9,1.200,71.29E-3,1.200,1.200,604.5E-3,1.200,263.8E-6,916.7E-3,1.200,1.200,1.200
20.39E-9,1.200,61.36E-3,1.200,1.200,613.2E-3,1.200,265.7E-6,911.8E-3,1.200,1.200,1.200
20.39E-9,1.200,55.10E-3,1.200,1.200,618.7E-3,1.200,267.0E-6,908.6E-3,1.200,1.200,1.200
20.39E-9,1.200,48.48E-3,1.200,1.200,624.5E-3,1.200,268.4E-6,905.4E-3,1.200,1.200,1.200
20.39E-9,1.200,41.89E-3,1.200,1.200,630.2E-3,1.200,269.7E-6,902.1E-3,1.200,1.200,1.200
20.39E-9,1.200,34.39E-3,1.200,1.200,636.7E-3,1.200,271.0E-6,898.3E-3,1.200,1.200,1.200
20.40E-9,1.200,26.54E-3,1.200,1.200,643.4E-3,1.200,272.2E-6,894.5E-3,1.200,1.200,1.200
20.40E-9,1.200,17.56E-3,1.200,1.200,651.2E-3,1.200,273.6E-6,890.0E-3,1.200,1.200,1.200
20.40E-9,1.200,8.781E-3,1.200,1.200,658.7E-3,1.200,275.0E-6,885.6E-3,1.200,1.200,1.200
20.40E-9,1.200,0.000,1.200,1.200,666.2E-3,1.200,276.4E-6,881.3E-3,1.200,1.200,1.200
20.40E-9,1.200,0.000,1.200,1.200,672.2E-3,1.200,278.0E-6,877.8E-3,1.200,1.200,1.200
20.40E-9,1.200,0.000,1.200,1.200,681.2E-3,1.200,280.9E-6,872.5E-3,1.200,1.200,1.200
20.40E-9,1.200,0.000,1.200,1.200,690.3E-3,1.200,285.8E-6,867.2E-3,1.200,1.200,1.200
20.41E-9,1.200,0.000,1.200,1.200,701.6E-3,1.200,296.8E-6,860.5E-3,1.200,1.200,1.200
20.41E-9,1.200,0.000,1.200,1.200,714.5E-3,1.200,316.0E-6,852.8E-3,1.200,1.200,1.200
20.41E-9,1.200,0.000,1.200,1.200,727.4E-3,1.200,339.2E-6,845.1E-3,1.200,1.200,1.200
20.42E-9,1.200,0.000,1.200,1.200,741.4E-3,1.200,364.4E-6,836.6E-3,1.200,1.200,1.200
20.42E-9,1.200,0.000,1.200,1.200,756.4E-3,1.200,389.1E-6,827.4E-3,1.200,1.200,1.200
20.42E-9,1.200,0.000,1.200,1.200,771.4E-3,1.200,410.9E-6,818.1E-3,1.200,1.200,1.200
20.42E-9,1.200,0.000,1.200,1.200,783.6E-3,1.200,427.4E-6,810.4E-3,1.200,1.200,1.200
20.43E-9,1.200,0.000,1.200,1.200,795.2E-3,1.200,442.2E-6,803.0E-3,1.200,1.200,1.200
20.43E-9,1.200,0.000,1.200,1.200,806.1E-3,1.200,454.9E-6,796.1E-3,1.200,1.200,1.200
20.43E-9,1.200,0.000,1.200,1.200,818.5E-3,1.200,465.3E-6,788.0E-3,1.200,1.200,1.200
20.43E-9,1.200,0.000,1.200,1.200,829.8E-3,1.200,464.6E-6,780.5E-3,1.200,1.200,1.200
20.44E-9,1.200,0.000,1.200,1.200,841.3E-3,1.200,437.0E-6,772.8E-3,1.200,1.200,1.200
20.44E-9,1.200,0.000,1.200,1.200,850.7E-3,1.199,376.4E-6,766.4E-3,1.200,1.200,1.200
20.44E-9,1.200,0.000,1.200,1.200,860.4E-3,1.199,255.0E-6,759.7E-3,1.200,1.200,1.200
20.44E-9,1.200,0.000,1.200,1.200,870.5E-3,1.199,35.19E-6,752.6E-3,1.200,1.200,1.200
20.45E-9,1.200,0.000,1.200,1.200,880.8E-3,1.199,-299.2E-6,745.2E-3,1.200,1.200,1.200
20.45E-9,1.200,0.000,1.200,1.200,890.9E-3,1.199,-745.2E-6,737.9E-3,1.200,1.200,1.200
20.45E-9,1.200,0.000,1.200,1.200,900.9E-3,1.200,-1.305E-3,730.5E-3,1.200,1.200,1.200
20.45E-9,1.200,0.000,1.200,1.200,909.7E-3,1.200,-1.887E-3,723.8E-3,1.200,1.200,1.200
20.46E-9,1.200,0.000,1.200,1.200,918.7E-3,1.201,-2.555E-3,717.0E-3,1.200,1.200,1.200
20.46E-9,1.200,0.000,1.200,1.200,927.5E-3,1.201,-3.280E-3,710.1E-3,1.200,1.200,1.200
20.46E-9,1.200,0.000,1.200,1.200,936.2E-3,1.202,-4.016E-3,703.2E-3,1.200,1.200,1.200
20.46E-9,1.200,0.000,1.200,1.200,945.4E-3,1.202,-4.735E-3,695.7E-3,1.200,1.200,1.200
20.47E-9,1.200,0.000,1.200,1.200,952.3E-3,1.202,-5.090E-3,690.0E-3,1.200,1.200,1.200
20.47E-9,1.200,0.000,1.200,1.200,958.8E-3,1.202,-5.086E-3,684.6E-3,1.200,1.200,1.200
20.47E-9,1.200,0.000,1.200,1.200,963.5E-3,1.202,-4.762E-3,680.6E-3,1.200,1.200,1.200
20.47E-9,1.200,0.000,1.200,1.200,968.5E-3,1.202,-4.002E-3,676.3E-3,1.200,1.200,1.200
20.47E-9,1.200,0.000,1.200,1.200,972.7E-3,1.200,-2.965E-3,672.5E-3,1.200,1.200,1.200
20.47E-9,1.200,0.000,1.200,1.200,977.1E-3,1.197,-1.350E-3,668.2E-3,1.200,1.200,1.200
20.48E-9,1.200,0.000,1.200,1.200,981.5E-3,1.193,880.2E-6,663.7E-3,1.200,1.200,1.200
20.48E-9,1.200,0.000,1.200,1.200,985.5E-3,1.188,3.688E-3,659.0E-3,1.200,1.200,1.200
20.48E-9,1.200,0.000,1.200,1.200,989.2E-3,1.183,7.114E-3,654.2E-3,1.200,1.200,1.200
20.48E-9,1.200,0.000,1.200,1.200,993.1E-3,1.176,12.04E-3,648.0E-3,1.200,1.200,1.200
20.48E-9,1.200,0.000,1.200,1.200,998.2E-3,1.166,20.12E-3,639.1E-3,1.200,1.200,1.200
20.49E-9,1.200,0.000,1.200,1.200,1.002,1.157,27.20E-3,631.9E-3,1.200,1.200,1.200
20.49E-9,1.200,0.000,1.200,1.200,1.007,1.147,35.94E-3,623.4E-3,1.200,1.200,1.200
20.49E-9,1.200,0.000,1.200,1.200,1.011,1.136,45.79E-3,614.2E-3,1.200,1.200,1.200
20.50E-9,1.200,0.000,1.200,1.200,1.016,1.124,57.07E-3,603.9E-3,1.200,1.200,1.200
20.50E-9,1.200,0.000,1.200,1.200,1.021,1.112,67.34E-3,594.6E-3,1.200,1.200,1.200
20.50E-9,1.200,0.000,1.200,1.200,1.026,1.100,78.95E-3,584.2E-3,1.200,1.200,1.200
20.51E-9,1.200,0.000,1.200,1.200,1.032,1.085,92.53E-3,572.0E-3,1.200,1.200,1.200
20.51E-9,1.200,0.000,1.200,1.200,1.038,1.067,109.5E-3,556.9E-3,1.200,1.200,1.200
20.52E-9,1.200,0.000,1.200,1.200,1.046,1.044,130.0E-3,538.8E-3,1.200,1.200,1.200
20.53E-9,1.200,0.000,1.200,1.200,1.056,1.015,157.1E-3,514.9E-3,1.200,1.200,1.200
20.54E-9,1.200,0.000,1.200,1.200,1.069,975.9E-3,192.5E-3,483.9E-3,1.200,1.200,1.200
20.56E-9,1.200,0.000,1.200,1.200,1.087,915.1E-3,247.8E-3,436.4E-3,1.200,1.200,1.200
20.59E-9,1.200,0.000,1.200,1.200,1.108,831.4E-3,323.2E-3,373.5E-3,1.200,1.200,1.200
20.62E-9,1.200,0.000,1.200,1.200,1.130,721.5E-3,421.4E-3,297.1E-3,1.200,1.200,1.200
20.67E-9,1.200,0.000,1.200,1.200,1.154,568.8E-3,556.5E-3,206.2E-3,1.200,1.200,1.200
20.73E-9,1.200,0.000,1.200,1.200,1.172,396.1E-3,712.8E-3,125.0E-3,1.200,1.200,1.200
20.78E-9,1.200,0.000,1.200,1.200,1.181,282.2E-3,823.9E-3,82.21E-3,1.200,1.200,1.200
20.84E-9,1.200,0.000,1.200,1.200,1.189,170.8E-3,946.3E-3,46.05E-3,1.200,1.200,1.200
20.89E-9,1.200,0.000,1.200,1.200,1.193,113.9E-3,1.018,29.62E-3,1.200,1.200,1.200
20.94E-9,1.200,0.000,1.200,1.200,1.196,66.59E-3,1.084,16.74E-3,1.200,1.200,1.200
21.02E-9,1.200,0.000,1.200,1.200,1.198,33.14E-3,1.136,8.094E-3,1.200,1.200,1.200
21.09E-9,1.200,0.000,1.200,1.200,1.199,15.99E-3,1.166,3.829E-3,1.200,1.200,1.200
21.17E-9,1.200,0.000,1.200,1.200,1.199,6.961E-3,1.184,1.639E-3,1.200,1.200,1.200
21.27E-9,1.200,0.000,1.200,1.200,1.200,2.728E-3,1.193,631.5E-6,1.200,1.200,1.200
21.37E-9,1.200,0.000,1.200,1.200,1.200,867.3E-6,1.197,197.8E-6,1.200,1.200,1.200
21.51E-9,1.200,0.000,1.200,1.200,1.200,192.0E-6,1.199,42.11E-6,1.200,1.200,1.200
21.69E-9,1.200,0.000,1.200,1.200,1.200,14.07E-6,1.200,3.406E-6,1.200,1.200,1.200
21.94E-9,1.200,0.000,1.200,1.200,1.200,919.9E-9,1.200,-161.0E-9,1.200,1.200,1.200
22.33E-9,1.200,0.000,1.200,1.200,1.200,-917.6E-9,1.200,295.1E-9,1.200,1.200,1.200
