time (s),OP0 (V),OP1 (V),OP2 (V),B0 (V),B1 (V),ena (V),V01 (V),V2 (V),V3 (V)
250.2E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,216.3E-9,60.72E-9
250.2E-9,992.8E-3,1.200,1.200,0.000,0.000,1.200,1.200,-2.310E-6,-2.631E-6
250.3E-9,756.3E-3,1.200,1.200,0.000,0.000,1.200,1.200,-4.697E-6,-5.154E-6
250.3E-9,661.7E-3,1.200,1.200,0.000,0.000,1.200,1.200,-5.256E-6,-5.741E-6
250.3E-9,614.5E-3,1.200,1.200,0.000,0.000,1.200,1.200,-5.371E-6,-5.860E-6
250.3E-9,519.9E-3,1.200,1.200,0.000,0.000,1.200,1.200,-5.154E-6,-5.621E-6
250.3E-9,421.8E-3,1.200,1.200,0.000,0.000,1.200,1.200,-4.285E-6,-4.692E-6
250.3E-9,332.4E-3,1.200,1.200,0.000,0.000,1.200,1.200,-2.997E-6,-3.327E-6
250.4E-9,229.0E-3,1.200,1.200,0.000,0.000,1.200,1.200,-1.090E-6,-1.310E-6
250.4E-9,196.6E-3,1.200,1.200,0.000,0.000,1.200,1.200,-411.7E-9,-593.3E-9
250.4E-9,131.8E-3,1.200,1.200,0.000,0.000,1.200,1.200,1.326E-6,1.262E-6
250.4E-9,81.77E-3,1.200,1.200,0.000,0.000,1.200,1.200,3.975E-6,4.136E-6
250.4E-9,43.52E-3,1.200,1.200,0.000,0.000,1.200,1.200,7.423E-6,7.900E-6
250.4E-9,21.76E-3,1.200,1.200,0.000,0.000,1.200,1.200,9.941E-6,10.65E-6
250.4E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,12.73E-6,13.71E-6
250.4E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,13.83E-6,14.92E-6
250.4E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,16.08E-6,17.38E-6
250.4E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,17.90E-6,19.37E-6
250.4E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,20.58E-6,22.30E-6
250.4E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,22.88E-6,24.81E-6
250.4E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,25.67E-6,27.85E-6
250.4E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,28.40E-6,30.83E-6
250.4E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,31.99E-6,34.76E-6
250.4E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,36.20E-6,39.35E-6
250.4E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,40.34E-6,43.87E-6
250.4E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,43.89E-6,47.75E-6
250.4E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,46.57E-6,50.68E-6
250.4E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,49.72E-6,54.11E-6
250.4E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,51.77E-6,56.34E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,53.91E-6,58.66E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,55.52E-6,60.38E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,56.00E-6,60.89E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,56.22E-6,61.12E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,56.34E-6,61.24E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,56.36E-6,61.24E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,56.28E-6,61.13E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,56.28E-6,61.10E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,56.44E-6,61.23E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,56.66E-6,61.43E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,56.97E-6,61.72E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,57.32E-6,62.03E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,57.68E-6,62.36E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,58.16E-6,62.79E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,58.73E-6,63.28E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,59.27E-6,63.71E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,59.67E-6,63.99E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,59.88E-6,64.04E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,59.87E-6,63.84E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,59.71E-6,63.53E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,59.43E-6,63.13E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,59.02E-6,62.60E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,58.62E-6,62.06E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,58.61E-6,61.97E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,58.84E-6,62.16E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,59.26E-6,62.53E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,59.75E-6,63.00E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,60.31E-6,63.54E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,60.82E-6,64.04E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,61.17E-6,64.37E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,61.40E-6,64.58E-6
250.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,61.42E-6,64.57E-6
250.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,61.19E-6,64.31E-6
250.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,60.74E-6,63.82E-6
250.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,60.06E-6,63.09E-6
250.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,59.17E-6,62.14E-6
250.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,58.26E-6,61.17E-6
250.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,57.14E-6,59.99E-6
250.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,56.00E-6,58.79E-6
250.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,54.81E-6,57.53E-6
250.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,53.24E-6,55.88E-6
250.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,51.82E-6,54.39E-6
250.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,50.26E-6,52.74E-6
250.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,48.43E-6,50.83E-6
250.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,46.25E-6,48.53E-6
250.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,43.57E-6,45.71E-6
250.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,40.32E-6,42.30E-6
250.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,36.03E-6,37.80E-6
250.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,30.48E-6,31.98E-6
250.7E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,22.23E-6,23.32E-6
250.7E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,13.63E-6,14.29E-6
250.8E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,6.749E-6,7.073E-6
250.9E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,2.742E-6,2.871E-6
251.0E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,836.5E-9,873.4E-9
251.2E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,222.4E-9,230.0E-9
251.4E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,113.2E-9,115.8E-9
251.7E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,99.17E-9,101.3E-9
252.1E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,84.89E-9,86.42E-9
252.6E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,77.58E-9,78.79E-9
253.4E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,70.24E-9,71.18E-9
254.5E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,66.93E-9,67.71E-9
256.0E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,62.44E-9,63.07E-9
258.0E-9,0.000,1.200,1.200,0.000,0.000,1.200,1.200,60.93E-9,61.48E-9
260.0E-9,317.6E-15,1.200,1.200,0.000,0.000,1.200,1.200,58.27E-9,58.75E-9
260.1E-9,300.0E-3,1.200,1.200,0.000,0.000,1.200,1.200,1.180E-6,1.247E-6
260.1E-9,375.7E-3,1.200,1.200,0.000,0.000,1.200,1.200,1.478E-6,1.565E-6
260.1E-9,450.0E-3,1.200,1.200,0.000,0.000,1.200,1.200,1.856E-6,1.970E-6
260.1E-9,507.8E-3,1.200,1.200,0.000,0.000,1.200,1.200,2.312E-6,2.462E-6
260.1E-9,575.0E-3,1.200,1.200,0.000,0.000,1.200,1.200,3.218E-6,3.448E-6
260.1E-9,630.7E-3,1.200,1.200,0.000,0.000,1.200,1.200,4.450E-6,4.790E-6
260.1E-9,662.9E-3,1.200,1.200,0.000,0.000,1.200,1.200,5.412E-6,5.840E-6
260.1E-9,698.3E-3,1.200,1.200,0.000,0.000,1.200,1.200,6.702E-6,7.248E-6
260.1E-9,731.5E-3,1.200,1.200,0.000,0.000,1.200,1.200,8.244E-6,8.926E-6
260.1E-9,755.9E-3,1.200,1.200,0.000,0.000,1.200,1.200,9.600E-6,10.40E-6
260.1E-9,778.5E-3,1.200,1.200,0.000,0.000,1.200,1.200,11.03E-6,11.95E-6
260.1E-9,804.2E-3,1.200,1.200,0.000,0.000,1.200,1.200,12.82E-6,13.89E-6
260.1E-9,829.4E-3,1.200,1.200,0.000,0.000,1.200,1.200,14.75E-6,15.98E-6
260.1E-9,863.9E-3,1.200,1.200,0.000,0.000,1.200,1.200,17.62E-6,19.08E-6
260.2E-9,910.1E-3,1.200,1.200,0.000,0.000,1.200,1.200,21.82E-6,23.63E-6
260.2E-9,951.4E-3,1.200,1.200,0.000,0.000,1.200,1.200,25.61E-6,27.75E-6
260.2E-9,981.9E-3,1.200,1.200,0.000,0.000,1.200,1.200,28.22E-6,30.57E-6
260.2E-9,1.015,1.200,1.200,0.000,0.000,1.200,1.200,30.66E-6,33.21E-6
260.2E-9,1.045,1.200,1.200,0.000,0.000,1.200,1.200,32.58E-6,35.28E-6
260.2E-9,1.091,1.200,1.200,0.000,0.000,1.200,1.200,34.84E-6,37.70E-6
260.2E-9,1.141,1.200,1.200,0.000,0.000,1.200,1.200,36.81E-6,39.79E-6
260.2E-9,1.171,1.200,1.200,0.000,0.000,1.200,1.200,37.80E-6,40.83E-6
260.2E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,38.75E-6,41.82E-6
260.2E-9,1.200,1.193,1.200,0.000,0.000,1.200,1.200,38.78E-6,41.85E-6
260.2E-9,1.200,1.178,1.200,0.000,0.000,1.200,1.200,38.92E-6,41.98E-6
260.2E-9,1.200,1.160,1.200,0.000,0.000,1.200,1.200,39.10E-6,42.15E-6
260.2E-9,1.200,1.148,1.200,0.000,0.000,1.200,1.200,39.26E-6,42.30E-6
260.2E-9,1.200,1.135,1.200,0.000,0.000,1.200,1.200,39.54E-6,42.56E-6
260.2E-9,1.200,1.121,1.200,0.000,0.000,1.200,1.200,39.88E-6,42.89E-6
260.2E-9,1.200,1.103,1.200,0.000,0.000,1.200,1.200,40.40E-6,43.39E-6
260.2E-9,1.200,1.087,1.200,0.000,0.000,1.200,1.200,40.88E-6,43.85E-6
260.2E-9,1.200,1.066,1.200,0.000,0.000,1.200,1.200,41.58E-6,44.53E-6
260.2E-9,1.200,1.030,1.200,0.000,0.000,1.200,1.200,42.85E-6,45.74E-6
260.2E-9,1.200,997.9E-3,1.200,0.000,0.000,1.200,1.200,43.90E-6,46.73E-6
260.2E-9,1.200,970.9E-3,1.200,0.000,0.000,1.200,1.200,44.56E-6,47.34E-6
260.2E-9,1.200,949.8E-3,1.200,0.000,0.000,1.200,1.200,44.88E-6,47.62E-6
260.2E-9,1.200,926.6E-3,1.200,0.000,0.000,1.200,1.200,45.01E-6,47.72E-6
260.2E-9,1.200,900.3E-3,1.200,0.000,0.000,1.200,1.200,44.92E-6,47.58E-6
260.3E-9,1.200,873.3E-3,1.200,0.000,0.000,1.200,1.200,44.61E-6,47.22E-6
260.3E-9,1.200,845.4E-3,1.200,0.000,0.000,1.200,1.200,44.19E-6,46.77E-6
260.3E-9,1.200,816.2E-3,1.200,0.000,0.000,1.200,1.200,43.99E-6,46.55E-6
260.3E-9,1.200,785.3E-3,1.200,0.000,0.000,1.200,1.200,44.45E-6,47.03E-6
260.3E-9,1.200,760.1E-3,1.200,0.000,0.000,1.200,1.200,45.44E-6,48.09E-6
260.3E-9,1.200,734.2E-3,1.200,0.000,0.000,1.200,1.200,46.95E-6,49.71E-6
260.3E-9,1.200,706.8E-3,1.200,0.000,0.000,1.200,1.200,48.90E-6,51.78E-6
260.3E-9,1.200,676.0E-3,1.200,0.000,0.000,1.200,1.200,51.38E-6,54.42E-6
260.3E-9,1.200,652.4E-3,1.200,0.000,0.000,1.200,1.200,53.43E-6,56.60E-6
260.3E-9,1.200,634.8E-3,1.200,0.000,0.000,1.200,1.200,54.93E-6,58.19E-6
260.3E-9,1.200,616.4E-3,1.200,0.000,0.000,1.200,1.200,56.37E-6,59.72E-6
260.3E-9,1.200,600.8E-3,1.200,0.000,0.000,1.200,1.200,57.45E-6,60.87E-6
260.3E-9,1.200,584.2E-3,1.200,0.000,0.000,1.200,1.200,58.53E-6,62.03E-6
260.3E-9,1.200,566.9E-3,1.200,0.000,0.000,1.200,1.200,59.70E-6,63.27E-6
260.3E-9,1.200,552.8E-3,1.200,0.000,0.000,1.200,1.200,60.76E-6,64.39E-6
260.3E-9,1.200,537.8E-3,1.200,0.000,0.000,1.200,1.200,62.02E-6,65.72E-6
260.3E-9,1.200,523.8E-3,1.200,0.000,0.000,1.200,1.200,63.33E-6,67.10E-6
260.3E-9,1.200,508.7E-3,1.200,0.000,0.000,1.200,1.200,64.77E-6,68.61E-6
260.3E-9,1.200,492.7E-3,1.200,0.000,0.000,1.200,1.200,66.25E-6,70.17E-6
260.3E-9,1.200,475.9E-3,1.200,0.000,0.000,1.200,1.200,67.65E-6,71.65E-6
260.3E-9,1.200,458.8E-3,1.200,0.000,0.000,1.200,1.200,68.87E-6,72.93E-6
260.3E-9,1.200,441.3E-3,1.200,0.000,0.000,1.200,1.200,69.81E-6,73.92E-6
260.3E-9,1.200,421.0E-3,1.200,0.000,0.000,1.200,1.200,70.44E-6,74.59E-6
260.3E-9,1.200,393.1E-3,1.200,0.000,0.000,1.200,1.200,70.46E-6,74.63E-6
260.3E-9,1.200,369.5E-3,1.200,0.000,0.000,1.200,1.200,69.83E-6,73.97E-6
260.3E-9,1.200,344.6E-3,1.200,0.000,0.000,1.200,1.200,68.75E-6,72.83E-6
260.3E-9,1.200,319.4E-3,1.200,0.000,0.000,1.200,1.200,67.38E-6,71.39E-6
260.4E-9,1.200,293.9E-3,1.200,0.000,0.000,1.200,1.200,65.83E-6,69.77E-6
260.4E-9,1.200,264.2E-3,1.200,0.000,0.000,1.200,1.200,63.92E-6,67.75E-6
260.4E-9,1.200,227.5E-3,1.200,0.000,0.000,1.200,1.200,61.50E-6,65.19E-6
260.4E-9,1.200,177.6E-3,1.200,0.000,0.000,1.200,1.200,58.51E-6,62.04E-6
260.4E-9,1.200,138.5E-3,1.200,0.000,0.000,1.200,1.200,56.98E-6,60.45E-6
260.4E-9,1.200,91.89E-3,1.200,0.000,0.000,1.200,1.200,56.62E-6,60.17E-6
260.4E-9,1.200,59.22E-3,1.200,0.000,0.000,1.200,1.200,57.22E-6,60.91E-6
260.4E-9,1.200,25.31E-3,1.200,0.000,0.000,1.200,1.200,58.45E-6,62.32E-6
260.4E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,59.76E-6,63.82E-6
260.4E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,60.12E-6,64.22E-6
260.4E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,60.84E-6,65.02E-6
260.4E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,61.11E-6,65.32E-6
260.4E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,61.68E-6,65.95E-6
260.4E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,62.86E-6,67.26E-6
260.4E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,64.58E-6,69.18E-6
260.4E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,66.78E-6,71.62E-6
260.4E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,69.64E-6,74.78E-6
260.4E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,72.20E-6,77.62E-6
260.4E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,73.96E-6,79.58E-6
260.4E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,75.27E-6,81.03E-6
260.4E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,76.28E-6,82.17E-6
260.4E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,76.96E-6,82.93E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,77.17E-6,83.17E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,76.93E-6,82.92E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,76.64E-6,82.61E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,76.31E-6,82.26E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,75.83E-6,81.73E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,75.43E-6,81.28E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,75.24E-6,81.05E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,75.15E-6,80.93E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,75.13E-6,80.86E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,75.15E-6,80.84E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,75.21E-6,80.84E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,75.30E-6,80.85E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,75.39E-6,80.83E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,75.45E-6,80.75E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,75.42E-6,80.56E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,75.30E-6,80.24E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,75.08E-6,79.79E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,74.91E-6,79.45E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,74.76E-6,79.19E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,74.58E-6,78.89E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,74.31E-6,78.52E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,74.16E-6,78.28E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,74.20E-6,78.24E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,74.41E-6,78.40E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,74.80E-6,78.73E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,75.31E-6,79.20E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,75.94E-6,79.80E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,76.66E-6,80.48E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,77.30E-6,81.09E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,77.74E-6,81.51E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,78.06E-6,81.81E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,78.30E-6,82.03E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,78.40E-6,82.11E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,78.42E-6,82.12E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,78.36E-6,82.03E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,78.21E-6,81.86E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,77.93E-6,81.56E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,77.55E-6,81.13E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,76.95E-6,80.50E-6
260.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,76.08E-6,79.57E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,75.00E-6,78.43E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,73.84E-6,77.20E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,72.26E-6,75.54E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,71.00E-6,74.20E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,69.47E-6,72.59E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,67.59E-6,70.61E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,66.02E-6,68.95E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,64.13E-6,66.96E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,61.99E-6,64.71E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,59.34E-6,61.92E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,57.35E-6,59.82E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,55.79E-6,58.18E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,54.09E-6,56.40E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,51.89E-6,54.09E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,50.16E-6,52.28E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,48.78E-6,50.84E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,47.77E-6,49.78E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,46.72E-6,48.69E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,45.67E-6,47.58E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,44.50E-6,46.36E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,43.03E-6,44.83E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,41.46E-6,43.20E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,39.35E-6,40.99E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,37.07E-6,38.62E-6
260.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,33.72E-6,35.13E-6
260.7E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,30.13E-6,31.39E-6
260.7E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,25.23E-6,26.28E-6
260.7E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,20.00E-6,20.83E-6
260.7E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,14.23E-6,14.82E-6
260.8E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,8.817E-6,9.180E-6
260.9E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,4.471E-6,4.653E-6
260.9E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,1.684E-6,1.751E-6
261.1E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,448.2E-9,464.4E-9
261.3E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,137.0E-9,140.5E-9
261.6E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,108.3E-9,110.7E-9
262.0E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,91.03E-9,92.71E-9
262.5E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,80.28E-9,81.51E-9
263.3E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,70.93E-9,71.82E-9
264.3E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,66.66E-9,67.39E-9
265.8E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,61.29E-9,61.83E-9
267.8E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,59.80E-9,60.29E-9
270.2E-9,1.200,0.000,1.200,0.000,0.000,1.200,1.200,56.53E-9,56.91E-9
270.3E-9,900.0E-3,0.000,1.200,0.000,0.000,1.200,1.200,-3.229E-6,-3.474E-6
270.3E-9,597.4E-3,0.000,1.200,0.000,0.000,1.200,1.200,-4.949E-6,-5.331E-6
270.3E-9,448.0E-3,0.000,1.200,0.000,0.000,1.200,1.200,-4.218E-6,-4.562E-6
270.3E-9,346.3E-3,0.000,1.200,0.000,0.000,1.200,1.200,-2.905E-6,-3.177E-6
270.4E-9,245.3E-3,0.000,1.200,0.000,0.000,1.200,1.200,-1.141E-6,-1.321E-6
270.4E-9,216.1E-3,0.000,1.200,0.000,0.000,1.200,1.200,-558.2E-9,-707.8E-9
270.4E-9,157.5E-3,0.000,1.200,0.000,0.000,1.200,1.200,788.9E-9,717.2E-9
270.4E-9,102.7E-3,0.000,1.200,0.000,0.000,1.200,1.200,3.131E-6,3.227E-6
270.4E-9,61.84E-3,0.000,1.200,0.000,0.000,1.200,1.200,6.445E-6,6.805E-6
270.4E-9,26.94E-3,0.000,1.200,0.000,0.000,1.200,1.200,10.52E-6,11.22E-6
270.4E-9,0.000,0.000,1.200,0.000,0.000,1.200,1.200,14.11E-6,15.11E-6
270.4E-9,0.000,0.000,1.200,0.000,0.000,1.200,1.200,15.42E-6,16.53E-6
270.4E-9,0.000,0.000,1.200,0.000,0.000,1.200,1.200,17.24E-6,18.50E-6
270.4E-9,0.000,0.000,1.200,0.000,0.000,1.200,1.200,19.07E-6,20.48E-6
270.4E-9,0.000,0.000,1.200,0.000,0.000,1.200,1.200,21.62E-6,23.23E-6
270.4E-9,0.000,0.000,1.200,0.000,0.000,1.200,1.200,24.02E-6,25.83E-6
